"Record ID","Country","City","Temperature","Humidity","Precipitation","Air Quality Index","Extreme Weather Events","Climate Classification","Climate Zone","Biome Type","Heat Index","Wind Speed","Wind Direction","Season","Population Exposure","Economic Impact Estimate","Infrastructure Vulnerability Score","Date"
"cnd_750","Canada","Vancouver","12.1",23,"182.7",411,"None","Koeppen-D","Temperate","Grassland","13.2","37","S","Winter","4272467","2373543.88",3,"2024-01-19"
"cnd_751","Canada","Vancouver","44.9",57,"7.6",489,"None","Koeppen-D","Temperate","Grassland","47.8","34.9","SE","Winter","6766139","25967819.75",8,"2024-01-20"
"cnd_752","Canada","Vancouver","18",62,"161.3",291,"None","Koeppen-B","Temperate","Tundra","21.1","0.4","E","Winter","5337790","11679578.75",4,"2024-01-21"
"cnd_753","Canada","Vancouver","19.5",88,"4.1",281,"None","Koeppen-C","Temperate","Wetland","23.9","30.8","NW","Winter","1775696","83229090.35",1,"2024-01-22"
"cnd_754","Canada","Vancouver","8.3",93,"94.4",139,"None","Koeppen-A","Temperate","Desert","13","7","NW","Winter","9022733","39082578.37",9,"2024-01-23"
"cnd_755","Canada","Vancouver","10.2",18,"51",393,"None","Koeppen-A","Temperate","Tundra","11.1","26.6","SW","Winter","9866870","36690422.87",4,"2024-01-24"
"cnd_756","Canada","Vancouver","22.3",81,"55.3",408,"None","Koeppen-B","Temperate","Forest","26.4","27.2","SW","Winter","9277852","59587873.21",1,"2024-01-25"
"cnd_757","Canada","Vancouver","-2.6",81,"117.4",237,"Hurricane","Koeppen-D","Temperate","Wetland","1.4","6.5","E","Winter","2650057","31407822.31",2,"2024-01-26"
"cnd_758","Canada","Vancouver","42.1",80,"80.8",138,"None","Koeppen-A","Temperate","Wetland","46.1","32.1","N","Winter","5323036","49024161.62",8,"2024-01-27"
"cnd_759","Canada","Vancouver","1.4",29,"148.5",376,"None","Koeppen-D","Temperate","Forest","2.9","8.1","SW","Winter","3040691","2653099.97",8,"2024-01-28"
"cnd_76","Canada","Toronto","-4",22,"66.2",113,"None","Koeppen-D","Temperate","Desert","-2.9","25.9","SE","Spring","3343559","72761101.44",3,"2024-03-16"
"cnd_760","Canada","Vancouver","10.5",40,"152.5",391,"None","Koeppen-C","Temperate","Wetland","12.5","9.6","W","Winter","3195397","30294175.83",7,"2024-01-29"
"cnd_761","Canada","Vancouver","17",62,"112.4",242,"Drought","Koeppen-B","Temperate","Forest","20.1","38.4","NE","Winter","6321730","34065155.41",5,"2024-01-30"
"cnd_762","Canada","Vancouver","25.9",10,"60",227,"None","Koeppen-D","Temperate","Wetland","26.4","22.6","NW","Winter","7028396","62653944.35",7,"2024-01-31"
"cnd_763","Canada","Vancouver","27.1",14,"90.5",249,"Drought","Koeppen-D","Temperate","Grassland","27.8","10.5","NW","Winter","986619","13136489.5",8,"2024-02-01"
"cnd_764","Canada","Vancouver","9.1",83,"184.1",484,"Heatwave","Koeppen-A","Temperate","Desert","13.2","27.5","W","Winter","1000172","50645422.27",7,"2024-02-02"
"cnd_765","Canada","Vancouver","24.7",83,"12.5",193,"None","Koeppen-B","Temperate","Desert","28.9","35.8","E","Winter","1448718","48638480.18",7,"2024-02-03"
"cnd_766","Canada","Vancouver","18.6",92,"195.1",480,"None","Koeppen-C","Temperate","Grassland","23.2","32.4","S","Winter","2690444","49873966.9",7,"2024-02-04"
"cnd_767","Canada","Vancouver","31.7",41,"63.7",219,"None","Koeppen-D","Temperate","Forest","33.8","22.4","SE","Winter","6951728","55430282.69",2,"2024-02-05"
"cnd_768","Canada","Vancouver","35.4",83,"103",248,"None","Koeppen-A","Temperate","Grassland","39.5","19.4","E","Winter","540054","96979424.4",9,"2024-02-06"
"cnd_769","Canada","Vancouver","12.9",98,"8.4",493,"None","Koeppen-D","Temperate","Grassland","17.8","16.7","E","Winter","9978418","24189491.59",9,"2024-02-07"
"cnd_77","Canada","Toronto","1",54,"107.6",98,"None","Koeppen-A","Temperate","Tundra","3.7","33.3","S","Spring","5598398","50668725.15",8,"2024-03-17"
"cnd_770","Canada","Vancouver","17.2",89,"148.3",492,"None","Koeppen-C","Temperate","Tundra","21.6","4.4","NW","Winter","442528","9357923.7",9,"2024-02-08"
"cnd_771","Canada","Vancouver","33.8",88,"99.9",285,"None","Koeppen-D","Temperate","Forest","38.2","7.6","N","Winter","4298755","47348791.67",3,"2024-02-09"
"cnd_772","Canada","Vancouver","22.8",62,"166.4",464,"None","Koeppen-B","Temperate","Tundra","25.9","20.2","N","Winter","4105158","20390707.6",5,"2024-02-10"
"cnd_773","Canada","Vancouver","22.9",60,"70.3",20,"None","Koeppen-A","Temperate","Tundra","25.9","17.8","NE","Winter","7091019","56915510.84",5,"2024-02-11"
"cnd_774","Canada","Vancouver","11.7",30,"145.2",342,"None","Koeppen-A","Temperate","Grassland","13.2","10.4","W","Winter","510922","74305152.78",9,"2024-02-12"
"cnd_775","Canada","Vancouver","25.5",39,"109.2",148,"None","Koeppen-C","Temperate","Desert","27.4","38.9","SE","Winter","924621","4580765.69",7,"2024-02-13"
"cnd_776","Canada","Vancouver","38.7",48,"149.1",454,"None","Koeppen-D","Temperate","Wetland","41.1","22.4","NE","Winter","5920915","11954977.74",2,"2024-02-14"
"cnd_777","Canada","Vancouver","44.8",53,"110.9",420,"None","Koeppen-D","Temperate","Tundra","47.4","6.2","SE","Winter","3830923","76821389.54",2,"2024-02-15"
"cnd_778","Canada","Vancouver","12.2",16,"164",439,"None","Koeppen-D","Temperate","Tundra","13","20.1","W","Winter","1573398","83396002.71",3,"2024-02-16"
"cnd_779","Canada","Vancouver","1.1",60,"173.2",362,"None","Koeppen-D","Temperate","Forest","4.1","21.4","SW","Winter","7130575","23219754.59",3,"2024-02-17"
"cnd_78","Canada","Toronto","37.6",14,"116.8",489,"None","Koeppen-B","Temperate","Tundra","38.3","21.2","NE","Spring","197477","86263215.33",1,"2024-03-18"
"cnd_780","Canada","Vancouver","12.3",20,"72.2",313,"None","Koeppen-A","Temperate","Forest","13.3","26.5","SE","Winter","8399593","55322438.87",1,"2024-02-18"
"cnd_781","Canada","Vancouver","-5.8",52,"53.4",396,"None","Koeppen-A","Temperate","Forest","-3.2","0.2","SW","Winter","9136239","71957099.8",7,"2024-02-19"
"cnd_782","Canada","Vancouver","2.4",66,"32.3",11,"Heatwave","Koeppen-A","Temperate","Tundra","5.7","16.2","E","Winter","3545990","40733689.89",8,"2024-02-20"
"cnd_783","Canada","Vancouver","23.3",65,"161",272,"None","Koeppen-C","Temperate","Forest","26.6","27.6","E","Winter","3514452","75231200.43",4,"2024-02-21"
"cnd_784","Canada","Vancouver","39.4",30,"90.4",246,"None","Koeppen-C","Temperate","Forest","40.9","13.5","E","Winter","3978932","12401317.85",8,"2024-02-22"
"cnd_785","Canada","Vancouver","13.4",84,"35.8",178,"None","Koeppen-D","Temperate","Grassland","17.6","4","S","Winter","368058","52119804.87",1,"2024-02-23"
"cnd_786","Canada","Vancouver","8.9",19,"97.5",364,"None","Koeppen-A","Temperate","Tundra","9.8","34.1","NE","Winter","5843079","27110293.45",5,"2024-02-24"
"cnd_787","Canada","Vancouver","36.7",41,"87.6",473,"Drought","Koeppen-A","Temperate","Wetland","38.8","5.7","W","Winter","2797232","6378262.85",3,"2024-02-25"
"cnd_788","Canada","Vancouver","0.4",59,"8.1",321,"Hurricane","Koeppen-C","Temperate","Desert","3.4","2.1","E","Winter","7039410","27338624.38",10,"2024-02-26"
"cnd_789","Canada","Vancouver","-3.4",46,"31.1",171,"None","Koeppen-A","Temperate","Tundra","-1.1","35.7","N","Winter","8634349","27219782.07",5,"2024-02-27"
"cnd_79","Canada","Toronto","37.8",81,"180.2",51,"None","Koeppen-D","Temperate","Forest","41.8","13.9","E","Spring","9491956","11834507.8",8,"2024-03-19"
"cnd_790","Canada","Vancouver","13.8",74,"26.5",21,"None","Koeppen-C","Temperate","Tundra","17.5","36.2","S","Winter","8812569","85410155.23",10,"2024-02-28"
"cnd_791","Canada","Vancouver","-6.4",23,"113",391,"None","Koeppen-C","Temperate","Forest","-5.2","0.2","NE","Winter","1669773","24911029.52",10,"2024-02-29"
"cnd_792","Canada","Vancouver","-6.7",24,"71.5",497,"None","Koeppen-C","Temperate","Wetland","-5.5","31.1","SE","Spring","2137617","65982115.19",1,"2024-03-01"
"cnd_793","Canada","Vancouver","7.6",80,"156.6",403,"None","Koeppen-A","Temperate","Tundra","11.6","16.7","SE","Spring","4164206","79050720.18",4,"2024-03-02"
"cnd_794","Canada","Vancouver","-4.5",80,"125",349,"None","Koeppen-A","Temperate","Grassland","-0.5","23.8","S","Spring","8797297","64219266.66",3,"2024-03-03"
"cnd_795","Canada","Vancouver","25.7",84,"146.8",341,"None","Koeppen-D","Temperate","Desert","29.9","36","N","Spring","7437401","50284967.72",10,"2024-03-04"
"cnd_796","Canada","Vancouver","8.8",43,"195.2",73,"None","Koeppen-A","Temperate","Grassland","11","33.6","S","Spring","4667259","86665872.36",2,"2024-03-05"
"cnd_797","Canada","Vancouver","10.1",63,"66.9",309,"Hurricane","Koeppen-D","Temperate","Forest","13.2","38.3","N","Spring","66741","38913585.77",4,"2024-03-06"
"cnd_798","Canada","Vancouver","7.1",96,"146.7",59,"None","Koeppen-B","Temperate","Desert","11.9","28.3","S","Spring","71835","24325311.39",9,"2024-03-07"
"cnd_799","Canada","Vancouver","21.1",21,"72.3",327,"None","Koeppen-A","Temperate","Tundra","22.2","13.3","SE","Spring","653891","55459158.99",3,"2024-03-08"
"cnd_8","Canada","Toronto","7.7",23,"99.1",323,"Drought","Koeppen-B","Temperate","Grassland","8.8","28","W","Winter","4419221","8719526.49",4,"2024-01-08"
"cnd_80","Canada","Toronto","36.5",20,"49.8",344,"Drought","Koeppen-B","Temperate","Grassland","37.5","21.3","NW","Spring","4949468","66383610.65",2,"2024-03-20"
"cnd_800","Canada","Vancouver","-0.2",87,"183.3",219,"None","Koeppen-D","Temperate","Tundra","4.2","15.3","W","Spring","1190176","55823138.95",10,"2024-03-09"
"cnd_801","Canada","Vancouver","-7.4",12,"61",403,"Flood","Koeppen-C","Temperate","Forest","-6.8","23.7","SW","Spring","7380609","95298446.05",6,"2024-03-10"
"cnd_802","Canada","Vancouver","35.8",24,"15.5",424,"None","Koeppen-A","Temperate","Wetland","37","21.1","NE","Spring","1458653","54979289.42",6,"2024-03-11"
"cnd_803","Canada","Vancouver","-7.4",69,"180.4",440,"None","Koeppen-D","Temperate","Grassland","-4","14.8","E","Spring","4477332","78805135.94",7,"2024-03-12"
"cnd_804","Canada","Vancouver","15.7",38,"175.3",275,"None","Koeppen-C","Temperate","Tundra","17.6","31.1","NW","Spring","3495113","9000024.53",5,"2024-03-13"
"cnd_805","Canada","Vancouver","14",100,"113.3",345,"None","Koeppen-A","Temperate","Desert","19","10.7","W","Spring","379170","94263650.97",1,"2024-03-14"
"cnd_806","Canada","Vancouver","10.9",51,"12.2",492,"None","Koeppen-B","Temperate","Tundra","13.5","36","SW","Spring","9000195","17481554.45",8,"2024-03-15"
"cnd_807","Canada","Vancouver","-6.5",80,"61.3",300,"None","Koeppen-A","Temperate","Wetland","-2.5","24.5","E","Spring","6525958","55521295.66",10,"2024-03-16"
"cnd_808","Canada","Vancouver","3.6",31,"48.6",315,"None","Koeppen-D","Temperate","Wetland","5.2","11.6","E","Spring","701660","52663771.49",2,"2024-03-17"
"cnd_809","Canada","Vancouver","30.5",13,"89.8",191,"None","Koeppen-D","Temperate","Tundra","31.1","15.3","SE","Spring","5077986","7995007.37",7,"2024-03-18"
"cnd_81","Canada","Toronto","-8.7",87,"163.8",35,"None","Koeppen-D","Temperate","Desert","-4.3","27.7","NW","Spring","8074128","76540301.85",1,"2024-03-21"
"cnd_810","Canada","Vancouver","19.7",91,"35.2",336,"None","Koeppen-C","Temperate","Forest","24.2","27","SW","Spring","3409675","84511578.84",1,"2024-03-19"
"cnd_811","Canada","Vancouver","10.7",48,"196.7",359,"None","Koeppen-A","Temperate","Wetland","13.1","39.1","S","Spring","3589355","23647649.34",8,"2024-03-20"
"cnd_812","Canada","Vancouver","42.9",74,"118.1",260,"None","Koeppen-C","Temperate","Desert","46.6","19.3","E","Spring","4759675","89819818.87",9,"2024-03-21"
"cnd_813","Canada","Vancouver","14.5",56,"96",84,"Drought","Koeppen-D","Temperate","Desert","17.3","15.7","N","Spring","3131","35515095.74",2,"2024-03-22"
"cnd_814","Canada","Vancouver","-8.9",98,"58.6",381,"None","Koeppen-C","Temperate","Desert","-4","17.5","E","Spring","7753726","63539853.21",9,"2024-03-23"
"cnd_815","Canada","Vancouver","11.4",30,"166.1",138,"Hurricane","Koeppen-D","Temperate","Forest","12.9","7.3","N","Spring","8578885","83579679.63",7,"2024-03-24"
"cnd_816","Canada","Vancouver","-0.3",37,"51",429,"None","Koeppen-A","Temperate","Desert","1.6","34.9","W","Spring","5586292","16339159.11",4,"2024-03-25"
"cnd_817","Canada","Vancouver","42.3",75,"181.1",58,"None","Koeppen-C","Temperate","Wetland","46","35.1","S","Spring","4504112","21774469.76",8,"2024-03-26"
"cnd_818","Canada","Vancouver","-3.6",27,"131.1",277,"None","Koeppen-D","Temperate","Desert","-2.2","20.1","S","Spring","8706702","61986394.29",2,"2024-03-27"
"cnd_819","Canada","Vancouver","32.4",40,"133.4",181,"None","Koeppen-D","Temperate","Desert","34.4","12.3","SW","Spring","6774557","11103877.41",3,"2024-03-28"
"cnd_82","Canada","Toronto","32.3",75,"150.8",271,"None","Koeppen-C","Temperate","Tundra","36","36.1","E","Spring","204438","78976822.06",3,"2024-03-22"
"cnd_820","Canada","Vancouver","7.7",78,"40.6",379,"None","Koeppen-D","Temperate","Wetland","11.6","22.7","S","Spring","23162","37035260.89",8,"2024-03-29"
"cnd_821","Canada","Vancouver","-3.3",85,"35.2",214,"None","Koeppen-D","Temperate","Desert","1","27.6","NW","Spring","5690206","58972121.52",1,"2024-03-30"
"cnd_822","Canada","Vancouver","14.7",80,"156.8",176,"None","Koeppen-B","Temperate","Forest","18.7","26","S","Spring","1728953","49398127.4",8,"2024-03-31"
"cnd_823","Canada","Vancouver","29.2",65,"103.9",181,"None","Koeppen-D","Temperate","Desert","32.5","33.7","W","Spring","1765116","11762495.19",6,"2024-04-01"
"cnd_824","Canada","Vancouver","-0.9",70,"34.4",347,"None","Koeppen-D","Temperate","Tundra","2.6","37.8","N","Spring","9641929","38813134.97",4,"2024-04-02"
"cnd_825","Canada","Vancouver","20.5",32,"98.5",413,"Flood","Koeppen-A","Temperate","Wetland","22.1","4","SW","Spring","2294425","96951254.6",2,"2024-04-03"
"cnd_826","Canada","Vancouver","-6.6",26,"71",96,"None","Koeppen-D","Temperate","Tundra","-5.3","22.5","E","Spring","2550001","11554890.92",9,"2024-04-04"
"cnd_827","Canada","Vancouver","-4.3",83,"101.6",326,"None","Koeppen-C","Temperate","Desert","-0.1","15.4","N","Spring","5154493","79479590.76",4,"2024-04-05"
"cnd_828","Canada","Vancouver","35.8",48,"140.7",350,"None","Koeppen-A","Temperate","Forest","38.2","37.4","W","Spring","4735228","82873053.34",3,"2024-04-06"
"cnd_829","Canada","Vancouver","4.8",73,"45.5",462,"None","Koeppen-C","Temperate","Desert","8.4","5","N","Spring","9908501","57095848.43",10,"2024-04-07"
"cnd_83","Canada","Toronto","16.2",69,"26.2",72,"Hurricane","Koeppen-B","Temperate","Tundra","19.6","13.5","NE","Spring","7079034","46943438.62",7,"2024-03-23"
"cnd_830","Canada","Vancouver","25",17,"20.3",11,"Hurricane","Koeppen-C","Temperate","Tundra","25.9","19.1","SE","Spring","2405720","85782234.13",3,"2024-04-08"
"cnd_831","Canada","Vancouver","40.8",56,"178.9",57,"None","Koeppen-A","Temperate","Wetland","43.6","39","N","Spring","9806351","10314125.88",8,"2024-04-09"
"cnd_832","Canada","Vancouver","8.2",73,"91.4",41,"None","Koeppen-B","Temperate","Forest","11.8","22.1","N","Spring","9383866","24143851.57",7,"2024-04-10"
"cnd_833","Canada","Vancouver","44.1",10,"158.3",185,"None","Koeppen-B","Temperate","Grassland","44.6","1.8","W","Spring","2706078","82733721.61",9,"2024-04-11"
"cnd_834","Canada","Vancouver","40.6",95,"2",23,"None","Koeppen-C","Temperate","Grassland","45.4","23.3","NW","Spring","5569327","60126888.17",8,"2024-04-12"
"cnd_835","Canada","Vancouver","43.7",62,"174.6",434,"None","Koeppen-B","Temperate","Forest","46.8","30.2","W","Spring","9665957","16481143.44",4,"2024-04-13"
"cnd_836","Canada","Vancouver","44.2",48,"35",38,"None","Koeppen-A","Temperate","Desert","46.6","30.7","N","Spring","8095987","93752179.5",8,"2024-04-14"
"cnd_837","Canada","Vancouver","23.9",73,"75.4",108,"Flood","Koeppen-B","Temperate","Forest","27.5","2.1","E","Spring","858709","47865075.76",7,"2024-04-15"
"cnd_838","Canada","Vancouver","37.2",59,"61.9",330,"None","Koeppen-C","Temperate","Forest","40.2","24.7","W","Spring","1978737","41785507.4",2,"2024-04-16"
"cnd_839","Canada","Vancouver","27.1",96,"51.2",156,"None","Koeppen-C","Temperate","Forest","31.9","15.7","NW","Spring","4288606","66878808.29",8,"2024-04-17"
"cnd_84","Canada","Toronto","16.6",25,"13.2",15,"None","Koeppen-C","Temperate","Desert","17.9","5","NE","Spring","8677787","80757314.42",3,"2024-03-24"
"cnd_840","Canada","Vancouver","9.4",74,"131.5",416,"None","Koeppen-A","Temperate","Forest","13.1","37.6","NE","Spring","4664048","29092690.79",6,"2024-04-18"
"cnd_841","Canada","Vancouver","-0.3",79,"98.5",242,"None","Koeppen-D","Temperate","Grassland","3.7","34.6","NW","Spring","2554914","20364880.04",9,"2024-04-19"
"cnd_842","Canada","Vancouver","35.1",22,"164.5",282,"Drought","Koeppen-B","Temperate","Desert","36.2","29.8","SE","Spring","8766170","22646592.16",9,"2024-04-20"
"cnd_843","Canada","Vancouver","34.7",14,"97.1",110,"None","Koeppen-A","Temperate","Tundra","35.4","1.5","W","Spring","6168961","82900975.04",7,"2024-04-21"
"cnd_844","Canada","Vancouver","-4.9",37,"85.5",30,"None","Koeppen-A","Temperate","Grassland","-3.1","10.3","NW","Spring","7603983","76176870.3",10,"2024-04-22"
"cnd_845","Canada","Vancouver","0.2",74,"180.6",59,"None","Koeppen-C","Temperate","Desert","3.9","38.2","N","Spring","1101228","3311818.69",6,"2024-04-23"
"cnd_846","Canada","Vancouver","37.9",13,"178.5",330,"None","Koeppen-B","Temperate","Tundra","38.5","3.7","W","Spring","5122549","36957866.01",10,"2024-04-24"
"cnd_847","Canada","Vancouver","35.1",17,"52.9",48,"None","Koeppen-C","Temperate","Grassland","36","20.5","NW","Spring","8086036","60012320.73",9,"2024-04-25"
"cnd_848","Canada","Vancouver","33",67,"119.4",322,"None","Koeppen-D","Temperate","Desert","36.4","7.4","S","Spring","3268485","84803937.49",3,"2024-04-26"
"cnd_849","Canada","Vancouver","32",61,"41.9",407,"None","Koeppen-A","Temperate","Grassland","35","12.3","S","Spring","6587668","92515339.95",7,"2024-04-27"
"cnd_85","Canada","Toronto","-1.1",84,"4.4",408,"None","Koeppen-D","Temperate","Forest","3.1","6.2","W","Spring","316191","88925381.48",3,"2024-03-25"
"cnd_850","Canada","Vancouver","37.6",29,"163.5",481,"None","Koeppen-B","Temperate","Wetland","39.1","34.7","SE","Spring","385458","65462154.15",2,"2024-04-28"
"cnd_851","Canada","Vancouver","24.8",10,"100.4",374,"None","Koeppen-C","Temperate","Tundra","25.3","11.7","W","Spring","606006","22687346.04",5,"2024-04-29"
"cnd_852","Canada","Vancouver","-9.6",83,"81.6",493,"None","Koeppen-D","Temperate","Grassland","-5.4","29.1","E","Spring","2289328","93132009.37",9,"2024-04-30"
"cnd_853","Canada","Vancouver","12.3",46,"76.6",271,"None","Koeppen-B","Temperate","Desert","14.6","23.2","NW","Spring","7884292","46478564.66",1,"2024-05-01"
"cnd_854","Canada","Vancouver","22.2",36,"7.7",78,"None","Koeppen-B","Temperate","Tundra","24","33.1","N","Spring","7144562","76340503.89",7,"2024-05-02"
"cnd_855","Canada","Vancouver","14.3",64,"85.4",392,"None","Koeppen-A","Temperate","Forest","17.5","28.9","SE","Spring","2263326","31147261.49",2,"2024-05-03"
"cnd_856","Canada","Vancouver","8.9",27,"61.6",97,"None","Koeppen-C","Temperate","Tundra","10.2","32.2","NW","Spring","1416820","89633581.72",7,"2024-05-04"
"cnd_857","Canada","Vancouver","17.2",100,"147.3",407,"Flood","Koeppen-A","Temperate","Wetland","22.2","8.3","SW","Spring","7960767","96481078.64",9,"2024-05-05"
"cnd_858","Canada","Vancouver","1.8",33,"50.1",41,"None","Koeppen-C","Temperate","Tundra","3.5","11.2","NE","Spring","2782563","82722.18",8,"2024-05-06"
"cnd_859","Canada","Vancouver","19.3",21,"171.2",240,"None","Koeppen-D","Temperate","Tundra","20.4","21.6","SE","Spring","8867631","1643247.1",6,"2024-05-07"
"cnd_86","Canada","Toronto","4.1",99,"20.6",96,"None","Koeppen-D","Temperate","Grassland","9.1","19.1","NW","Spring","7306660","28521974.45",3,"2024-03-26"
"cnd_860","Canada","Vancouver","6.2",87,"151.9",455,"Drought","Koeppen-D","Temperate","Forest","10.6","17.1","SW","Spring","5433365","53979751.66",9,"2024-05-08"
"cnd_861","Canada","Vancouver","29.8",15,"51.8",272,"None","Koeppen-D","Temperate","Grassland","30.6","38.3","SE","Spring","5281603","13159846.78",8,"2024-05-09"
